アーチ
かじつしゅ
かしゅ
カシューナッツ
かじゅえん
かしわもち
ガス
カスタードプリン
カステラ
かずのこ
ガスボンベ
かすみそう
かせい
カセット
かそう
かぞく
ガソリン
ガソリンスタンド
ガソリンタンク
カチューシャ
かちょう
かつお
がつがつ
がっき
カッター
かってどん
カット
かつどん
カップ
カップル
かていか
かていさいえん
カテゴリー
かでん
ガトーショコラ
かなづち
かなぶん
かに
カヌー
カバ
カバー
カバディ
カピバラ
がびょう
かびん
カブ
カフェ
カフェオレ
カフェラテ
かぶき
カプチーノ
かぶとむし
かふん
かぼす
かぼちゃ
かまきり
かまぼこ
かみ
かみざら
かみぶえ
ガム
ガムテープ
カメラ
カメラマン
かもしか
カモミール
カモメ
カヤック
がようし
からあげ
カラー
がらがら
からし
カラス
ガラス
からだ
カラット
からて
からてどう
カラトリー
かりあげ
カリウム
ガリウム
かりかり
がりがり
カリフラワー
かりる
かりんとう
カルーア
カルーアミルク
カルシウム
カルテ
カルビ
カルメラ
カレイ
カレー
ガレージ
カレーライス
カレンダー
カロテン
カロリー
かわ
かわぐつ
かわづり
かわはぎ
カンガルー
がんがん
かんきせん
かんけり
かんぞう
がんたい
かんてん
かんでんち
カンニング
カンパチ
カンパリ
カンパリオレンジ
ガンマ
がんもどき
かんりにん
ギア
キーホルダー
キウイ
ギガ
ギガビット
きかんしゃ
ききゅう
きく
きくらげ
ぎざぎざ
きしゃ
ぎじゅつ
ギタリスト
きちょう
きつきつ
キック
キックベース
キックボクシング
きっさてん
キッズ
キッチン
きつね
きつねうどん
キティ
きなこもち
きねんひ
きのこ
きば
きびだんご
キムチ
ギムレット
きもだめし
きゃくほんか
きゃたつ
キャッスル
キャディ
キャプテン
キャベツ
キャラメル
キャリア
キャリーバック
ギャング
キャンディ
キャンディー
キャンドル
キャンパス
キャンピング
キャンプ
ぎゅうぎゅう
きゅうきゅうしゃ
きゅうす
ぎゅうたん
きゅうどう
ぎゅうにゅう
キューピット
きゅうり
キュラソー
きょうか
きょうかん
ぎょうざ
きょうしつ
きょうじゅ
きょうほ
きょくちょう
ぎょこう
ぎょせん
きょだい
きらきら
きりきり
きりふき
きりぼしだいこん
きりん
キロ
キログラム
キロビット
キロメートル
ぎんが
きんぎょ
きんきん
キングベッド
ぎんこう
きんつば
きんとん
きんにく
きんぱつ
きんめだい
きんもくせい
クイズ
ぐうぐう
くうこう
くうしんさい
クーピー
クーラー
クール
クエ
くさぶえ
くさもち
くさやきゅう
くじら
くすくす
くすのき
くちびる
くちゃくちゃ
くつ
クッキー
クッキング
ぐつぐつ
くつした
クッション
くつひも
くつべら
くねくね
ぐびぐび
くま
くまぜみ
グミ
クラシック
クラス
グラス
グラタン
クラッチ
クラッチバック
グラフ
グラフィック
グラム
クラリネット
グランド
クリーニング
クリーム
クリームソーダ
クリームチーズ
クリエイター
くりきんとん
クリケット
グリコ
クリスマス
クリスマスイブ
クリップ
クリプトン
グループ
くるま
くるまいす
クルミ
グルメ
グレープフルーツ
クレーン
クレヨン
クローバー
グローブ
クロール
くろごま
クロスカントリー
くろひょう
くろまめ
クロム
くわがた
ぐんぐん
けいりん
けいえいしゃ
けいこうとう
けいさつ
けいさつかん
じどうしゃ
げいじゅつか
けいば
けいゆ
けいり
ケーキ
ケース
ゲートボール
ケーブルカー
ゲーム
けがに
ゲスト
けつあつ
けつえき
けっこん
ケトル
げらげら
ゲルマニウム
けろけろ
げんかん
げんき
けんきゅう
げんこうようし
げんこつ
けんさ
けんさく
げんそきごう
げんだいぶん
ケンタウルス
けんだま
けんちんじる
けんどう
けんぴ
げんまいちゃ
コアラ
コアントロー
こいぬ
こいびと
こいぶみ
コインケース
こうえん
ごうかく
こうぐ
こうげいか
こうこく
こうし
こうじょう
こうすい
こうそく
こうちゃ
こうちょう
こうばん
こうみん
こうむいん
こうもり
こうやどうふ
こうよう
ごえんだま
コーギー
ゴーグル
コース
コースター
コーチ
コート
コード
コーナー
コーヒー
コーヒーゼリー
ゴーヤ
コーラス
ゴール
ゴールキーパー
コールスロー
ゴールデンウィーク
ゴールド
コーンチーズ
コーンポタージュ
コーンロウ
こくご
ごくごく
こくとう
こくばん
ココア
こしあぶら
ごしゅいん
こしょう
コスプレ
コスモス
こたつ
こちょうらん
コック
ごつごつ
こってり
コップ
こて
こと
ことこと
こども
コハダ
こばち
コバルト
コピー
こぶし
こぶた
こぶん
ごへいもち
ごぼう
ごま
コマーシャル
ごまだんご
こまつな
ごみばこ
ゴム
コメディアン
コメント
コモン
コヨーテ
ゴリラ
コルク
コルクボード
ゴルフ
コレクション
コレステロール
ころころ
ごろごろ
コロッケ
ゴング
コンクール
コンクリート
コンサート
コンセント
コンソメ
コンタクト
こんちゅう
コンテスト
コンテナ
コントラスト
コントロール
こんにゃく
コンバイン
コンパス
コンビニ
コンピュータ
こんぶ
こんぺいとう
サーキュレーター
サークル
ざーざー
ざーさい
サービス
サーファー
サーフィン
サーフボード
サイ
サイクリング
サイクル
サイコロ
サイズ
ざいす
サイダー
サイドテール
さいふ
サイレン
サイン
サインペン
サウナ
さかな
さくさく
さくぶん
さくら
さくらもち
さくらんぼ
サケ
さけ
ささずし
ささだんご
サスペンダー
さそり
さっか
サッカー
サッカーボール
サックス
さつまいも
さといも
サニーレタス
さば
サバイバル
ざぶとん
サブレ
サポーター
サメ
さやいんげん
さやえんどう
さゆ
サラダ
サラリーマン
さる
ざる
さわら
サングラス
さんしょう
さんすう
さんそ
さんぞくあげ
サンタクロース
サンダル
さんだんとび
サンドイッチ
サンドバック
サンバイザー
サンプル
さんま
さんりんしゃ
シアター
シークワーサー
シーザーサラダ
シースルー
シーズン
しいたけ
シーツ
シート
シートベルト
ジーパン
シーフード
シーリングライト
シール
ジーンズ
じえいたい
ジェスチャー
ジェット
ジェットコースター
シェフ
ジェラート
ジェル
しおから
しおだいふく
シカ
しきしゃ
しぐれ
ししつ
ししとう
じしゃく
ししゅう
しずく
システム
しそ
したじき
しちごさん
しちさんわけ
しつちょう
しっぷ
じてんしゃ
しとしと
じどり
しない
シナリオ
しばけん
しばざくら
しまあじ
シマウマ
しめさば
しめじ
しもつけ
ジャージ
ジャーナリスト
シャープペンシル
シャーベット
ジャイアントコーン
ジャイアントパンダ
ジャガー
しゃかい
じゃがいも
しゃかしゃか
しゃきしゃき
しやくしょ
ジャケット
しゃけん
ジャズダンス
ジャスミンティー
シャチ
しゃちょう
シャツ
ジャッカル
ジャッキー
シャッター
シャトル
じゃぶじゃぶ
ジャム
しゃもじ
しゃりん
シャワー
シャンディーガフ
シャンデリア
ジャンパー
シャンパン
ジャンプ
シャンプー
ジャンボ
ジャンル
じゅうえんだま
シュークリーム
しゅうじ
しゅうしょく
シューズ
ジュース
シュート
じゅうどう
じゅうなんざい
しゅうり
ジュール
ジュゴン
シュシュ
しゅにく
しゅにん
しゅんぎく
じゅんまいしゅ
しょうが
しょうがつ
しょうがっこう
しょうぎ
じょうすいき
しょうせつか
しょうちゅう
しょうねん
じょうば
しょうぼうし
しょうめい
しょうゆ
しょうわ
ショー
ショート
ショートカット
ショートケーキ
ジョギング
しょくじ
しょくどう
しょくぶつ
しょせき
しょっき
ジョッキー
ショップ
しょどうか
ショベルカー
じょりじょり
しらが
しらす
しらたま
シリーズ
しりょく
シルエット
しろくま
しわしわ
ジン
シンガー
シングルス
じんじゃ
ジンジャエール
じんじん
ジンソーダ
しんたいそう
しんでんず
ジントニック
ジンバック
しんぱん
しんぶん
ジンライム
じんりきしゃ
スイーツ
スイートピー
スイートポテト
すいえい
すいおんけい
スイカ
すいきゅう
すいぎゅう
すいぎん
すいせい
すいそ
すいぞくかん
スイッチ
すいとう
すいどう
すいとん
すいぶん
スイミング
すいれん
スウェット
すうがく
すうじ
スーツ
スーパー
スープ
スープカップ
スープカレー
スカート
スカーフ
スカイダイビング
スカッシュ
スカンク
スキー
ずきずき
スキンヘッド
スクール
スクリーン
スクリュードライバー
スケート
スケートボード
スケジュール
スケッチ
スケッチブック
スケボー
スコッチ
すず
スズキ
スズメバチ
すずらん
スター
スタート
スタイル
スタジオ
スタジャン
すだち
スタッフ
スタンド
スタントマン
スタンドライト
スチーム
スチュワーデス
ズッキーニ
すっぽん
スティック
ステーキ
ステージ
ステーション
ステッカー
ステレオ
ステンドグラス
ステンレス
ストア
ストーブ
ストッキング
ストック
ストップ
ストライキ
ストリート
ストロボ
スナックバー
すなどけい
スニーカー
スノードーム
スノーボード
スノーモービル
すのこ
スパイ
スパイク
スパイシー
スパゲッティ
スパゲッティー
スパナー
スピーカー
スピーチ
スピード
スピードスケート
スプーン
ずぶずぶ
スフレ
スプレー
スペア
スペース
スペースシャトル
すべりどめ
スポーツ
スポーツカー
スポーツドリンク
スポット
スポットライト
スポンジ
スポンジケーキ
スマート
スマイル
スマホ
すみ
すみれ
すもう
スライス
スライド
スラックス
すりこぎ
スリッパ
すりばち
ずるずる
スルメ
ずわいがに
ずんだもち
せいざ
せいじか
せいじん
せいゆう
せいれい
セーター
セール
せおよぎ
せかいし
せきゆ
セキュリティ
セクション
セダン
せっちゃくざい
セット
セットアップ
せつぶん
せつめいしょ
せつやく
セパタクロー
ゼミ
セミロング
セメント
セラピスト
ゼリー
ゼリービーンズ
セリウム
セリフ
セレモニー
セロハンテープ
セロリ
せんかん
せんこう
せんざい
ぜんざい
せんしゅ
センス
せんす
せんすいかん
センター
せんたく
せんたくき
センチ
せんちょう
せんとうき
せんぬき
せんぷうき
せんべい
ぜんまい
せんもん
せんもんがっこう
ゾウ
ぞうきん
そうこ
そうこうしゃ
そうじ
そうじき
ソース
ソーダ
ぞくぞく
そくどけい
そつぎょう
ソックス
そば
そばずし
そばちゃ
そばや
そばゆ
そふぁー
ソフト
ソフトクリーム
ソフトボール
そぼろ
そよそよ
そらまめ
ソリ
ソロ
そろばん
そわそわ
ダース
ダーツ
タイ
たいいく
たいいくかん
たいおんけい
だいがく
だいがくいも
だいこん
たいじゅう
だいだい
タイツ
だいどころ
タイトル
ダイニング
タイプ
たいふう
だいふく
タイプライター
タイマー
タイミング
タイム
タイムリー
タイヤ
ダイヤ
たいやき
ダイヤモンド
ダイヤル
たいよう
タイル
ダウン
タオル
だがし
たかとび
たかな
たからくじ
タクシー
たけぐし
たけのこ
たこ
たこつぼ
たこめし
たこやき
たすき
タチウオ
たっきゅう
ダックスフンド
ダッシュ
たつたあげ
タッパー
たなばた
たにんどん
たぬき
タピオカ
ダブル
ダブルス
ダブルダッチ
だぼだぼ
たまご
たまねぎ
ダム
たら
たらい
タルト
ダルメシアン
タレント
タロット
タワー
たわし
タン
たんか
タンカー
タングステン
タンクトップ
タンクローリー
ダンサー
たんさんすい
ダンス
たんすいかぶつ
たんそ
たんたんめん
たんてい
たんぱくしつ
たんぱつ
ダンプ
ダンプカー
タンブラー
たんぼ
タンポポ
チーク
チーズ
チーズタッカルビ
チーター
チーム
チームワーク
チェア
チェス
チェスト
チェック
チェリー
チェンジ
ちかてつ
ちきゅう
チキン
ちくぜんに
ちくちく
ちくわ
チタン
チヂミ
ちっそ
チップ
ちとせあめ
ちまき
チャーハン
チャイム
ちゃのま
ちゃばたけ
ちゃぶだい
チャプチェ
ちゃんこ
チャンス
チャンネル
ちゃんばら
ちゅうか
ちゅうがっこう
ちゅーちゅー
チューニング
チューハイ
ちゅうもん
チューリップ
チュロス
ちゅんちゅん
ちょうかく
ちょうこく
ちょうさ
ちょうちん
ちょうみりょう
ちょうりょく
ちょきん
チョコチップ
チョコバナナ
チョコレート
ちょろちょろ
ちりとり
チワワ
ちんげんさい
チンジャオロース
ちんすこう
チンパンジー
ツアー
ツインテール
ツーブロック
ツーリング
つき
つきみ
つくし
つくね
つけもの
つつじ
つっぱりぼう
つなぎ
ツバキ
つぼ
つまようじ
つめ
つゆ
つり
つりぼり
つるむらさき
ツワブキ
ディージェー
ティーシャツ
デイジー
ティッシュ
ティラミス
データ
デート
テープ
テーブル
テーブルクロス
テーマ
テーマパーク
テール
てがみ
テキーラ
テキスト
テクノカット
でこぼこ
デコレーション
テコンドー
デザート
デザイナー
デザイン
デジタル
デシベル
デスク
テスト
テスラ
てそう
てちょう
てつ
デッキブラシ
てっきん
デッサン
てつどう
てつぶん
テナガザル
テニス
デニム
てぬぐい
テネシー
デパート
てばさき
でばぼうちょう
てぶくろ
テラ
テラス
テレックス
テレビ
てんき
でんき
でんきもうふ
でんきゅう
てんし
でんし
でんせつ
てんたい
でんたく
でんでんむし
テント
でんどう
てんどん
てんねんすい
でんぱとう
テンポ
てんぼうだい
でんわ
ドア
トイプードル
トイレ
どう
とうがらし
どうぎ
どうとく
どうぶつ
どうぶつえん
とうみょう
とうもろこし
どうわ
トースター
トースト
トートバッグ
ドーナツ
ドーベルマン
ドキドキ
どくしょ
トゲトゲ
とこや
ところてん
とさけん
としこし
どじょう
としょかん
どせい
とっくり
ドッチボール
ドット
トップ
トナカイ
どなべ
トニックウォーター
どばどば
とびうお
トマト
トマトジュース
ともだち
トラ
ドライ
トライアスロン
ドライバー
ドライブ
ドライブイン
ドライヤー
トラクター
トラック
トラブル
ドラマ
ドラマー
ドラム
どらやき
トランク
トランジスター
トランプ
トランぺッター
トランペット
トランポリン
ドリッパー
とりてん
とりにく
トリマー
トリュフ
ドリル
ドル
トレー
トレーニング
トレーラー
ドレス
ドレッサー
ドレッド
ドロップ
トロトロ
ドロドロ
トロピカル
トロンボーン
トン
トング
トントン
どんどん
どんどんやき
トンネル
どんぶり
ナイター
ナイフ
ナイロン
ながぐつ
ながねぎ
なぎなた
ナス
なぞなぞ
ナッツ
なっとう
なつまつり
なつやすみ
なでしこ
ナトリウム
ナノ
ナプキン
なべ
なまけもの
なまこ
なまり
なみだ
なみなみ
なみのり
なめこ
なめこじる
なめろう
ナレーター
なわとび
なんきょく
なんすい
ナンバー
にがおえ
にぎやか
にくだんご
にしん
ニッケル
にっこり
ニット
にほんしゅ
にもつ
ニュアンス
ニュース
ニュートン
にゅうよくざい
ニラ
にらめっこ
にんぎょ
にんぎょう
にんじゅつ
にんじん
にんにく
ネイル
ネオン
ねぎ
ねぐせ
ネクタイ
ねこ
ネズミ
ネックウォーマー
ネックレス
ねったいぎょ
ネット
ネットワーク
ねんりょう
のうか
のうみそ
ノート
ノック
のど
のどぐろ
のみもの
のり
のりかえ
のりもの
ノンアルコール
バー
パーカー
パーセント
パーティー
ハート
パート
ハードウェア
ハードル
ハーブ
ハーブティー
バーボン
パーマ
バームクーヘン
ハーモニカ
ハイエナ
ハイオク
バイオリン
ハイキング
バイキング
はいく
ハイコーラ
ハイジンジャー
ハイター
はいたつ
バイト
パイナップル
ハイビスカス
パイプ
ハイブリットカー
ハイボール
バイヤー
はいゆう
パイロット
バインダー
ハウリング
パウンドケーキ
ばきばき
バク
パグ
はくさい
パクチー
はくちょう
ばくばく
はくびしん
はくぶつかん
バケツ
はこ
ハサミ
はし
はしおき
はしご
パジャマ
バジル
はす
バス
パス
パスカル
バスケ
パスケース
バスケット
バスタオル
バスタブ
パステル
パスポート
バスマット
パスワード
パセリ
パソコン
バター
パター
パターン
はたけ
バタフライ
はちがつ
パチンコ
バック
パック
バックパック
バッジ
バッタ
ぱっつん
バッティング
バッテリー
はつでんき
ハット
バット
はっぴょう
バッファロー
はっぽうしゅ
パトカー
バトミントン
バトン
はな
バナナ
はなび
ハナミズキ
バニラ
パパ
はばとび
ババロア
パピヨン
パフェ
パプリカ
はまき
はみがき
ハムスター
ハムチーズ
ハヤシライス
バラ
パラグライダー
はらこめし
はらはら
ぱらぱら
ハラミ
バランス
バリウム
ハリケーン
パルクール
はるさめ
バレー
パレット
バレンタイン
ハロウィン
ハロン
パワー
パワースポット
パン
ハンガー
はんかち
パンク
ハングライダー
はんこ
ハンサム
バンジー
パンジー
パンダ
バンダナ
パンチ
パンチパーマ
はんちょう
ハンチング
パンツ
ハンド
バンド
ハンドタオル
ハンドボール
ハンドル
バンパー
ハンバーガー
ハンバーグ
バンパイア
ぱんぱん
バンバンジー
パンプキン
ハンマー
ヒアシンス
ピアニスト
ピアノ
ビーカー
ビーコン
ビーズ
ピース
ビーチ
ピーチウーロン
ビート
ピーナッツ
ビーバー
ビーフン
ピーマン
ピーラー
ビール
ひきだし
ピクセル
ピクニック
ひぐま
ひぐらし
ひげ
ピコ
ひこうき
ひこうせん
ピザ
ピザトースト
ひじき
ビジネス
びじゅつ
ひしょ
ひじょうしょく
びしょびしょ
ビスケット
ビストロ
ビタミン
ビタミンイー
ビタミンシー
ビタミンディー
ビタミンビー
ひだりて
ぴちぴち
ビッグバン
ピッケル
ピッコロ
ひつじ
ヒッチハイク
ピッチャー
ピッチング
ビット
ひっぱりうどん
ビップ
ひつまぶし
ビデオ
ひなまつり
ビニール
ビネガー
ビビンバ
ひまわり
ヒョウ
びょういん
びよういん
びようしつ
ひょうはくざい
ひょうろんか
ひよこ
ぴよぴよ
ひょろひょろ
ひらおよぎ
ヒラメ
ひりひり
ビリヤード
ヒル
ビル
ビルディング
びわ
びん
ピン
ピンセット
ヒント
ピント
ひんやり
ファール
ファイト
ファイル
ファスナー
ファッション
ファン
フィギュアスケート
フィルター
フィルム
ふうしゃ
ふうせん
ブーツ
ふうとう
ブーム
ブーメラン
プール
フェリー
フェンシング
フォーク
フォーム
ぶかぶか
ぷかぷか
ふき
ふきのとう
ふきん
ふぐ
ブザー
ふじ
ぶじゅつ
ふせん
ふたご
ふたば
プチトマト
ぶちょう
フットサル
ぶつぶつ
ぶつり
ふで
ぶどう
ぶどうがり
ふとん
ぶなしめじ
ふね
ふゆ
フライ
フライデー
フライパン
ブラインド
ブラウス
プラグ
ブラシ
プラス
プラスチック
プラットフォーム
プラテック
フラメンコ
プラモデル
フラワー
プラン
ブランケット
ブランデー
ブランド
プランナー
ブリ
フリー
ブリーチ
プリン
プリント
フルーツ
フルーツポンチ
フルート
ブルーベリー
ブルゾン
ブルドーザー
ブルドック
ブレイク
プレイヤー
ブレーキ
プレート
プレゼント
プロ
フロア
ブローチ
プログラマー
プログラミング
プログラム
ブロッコリー
プロテクター
プロデューサー
プロペラ
ブロンズ
フロント
ふわふわ
ぶんぐ
ぶんこ
ぶんちん
ぶんぶん
ぶんぼうぐ
ペア
ヘアカット
へいせい
ベイビー
ページ
ペーパー
ペガサス
ベスト
ベストセラー
ベット
ペット
ヘッドギア
ベテラン
べにばな
ペパーミント
ベビーカー
ヘラクレス
へらへら
ベランダ
ベリー
ヘリウム
ヘリコプター
ベル
ヘルクレス
ペルシャ
ペルセウス
ヘルツ
ベルト
ヘルメット
べろ
ペン
ペンキ
べんきょう
ペンケース
べんごし
へんしゅう
へんすう
ペンダント
ベンチ
べんとう
ぺんぺん
ホイール
ホイコーロー
ポイント
ほういじしん
ぼうえき
ほうがん
ほうき
ぼうけん
ぼうさい
ぼうし
ほうじちゃ
ぼうすい
ほうせんか
ほうたい
ぼうたかとび
ほうちょう
ほうとう
ほうりつ
ボウリング
ボウル
ほうれんそう
ボーイ
ボーカル
ホース
ポーズ
ポーチ
ボート
ボード
ボートレース
ボーナス
ホーム
ホームセンター
ホール
ボール
ポール
ボールペン
ボーロ
ほおん
ぽかぽか
ぼき
ボクサー
ボクシング
ぼくとう
ほくほく
ポケット
ほけん
ほけんしつ
ほけんしょ
ほこうしゃ
ぼこぼこ
ぼさぼさ
ほし
ほしいも
ポジション
ほしぞら
ポスター
ポスト
ほたて
ぽたぽた
ホタルイカ
ボタン
ぼたん
ホチキス
ほっきょく
ボックス
ほっけ
ホッケー
ポット
ホットサンド
ホットプレート
ホッピー
ポップコーン
ぽつぽつ
ボディービル
ボディーブロー
ポテト
ポテトチップス
ホテル
ホトトギス
ボトル
ポニー
ポニーテール
ボブ
ぽむぽむ
ポメラニアン
ホヤ
ボランティア
ボリューム
ホルダー
ボルト
ホルン
ポロシャツ
ぼろぼろ
ホワイトタイガー
ホワイトデー
ホワイトボード
ぼんさい
ほんだな
ポンチョ
ボンド
ポンド
ボンネット
ポンプ
マーガレット
マーク
マーケット
マーケティング
マーチ
マーボーナス
マーメイド
マイク
マイクロ
マイコン
まいたけ
マイホーム
マカロニ
マカロン
マグカップ
マグネシウム
マグネット
まくら
マグロ
マジック
マジックペン
マシュマロ
まじょ
マスカット
マスキングテープ
マスク
マスコミ
ますずし
マスター
マスタード
まだい
マッコリ
マッサージ
マッシュ
マッシュルーム
まつたけ
マッチ
まっちゃ
マット
マットレス
まつばづえ
マティーニ
マドラー
マドレーヌ
まないた
マニア
マニキュア
マネー
マネージャー
マフィン
マフラー
まほう
まほうつかい
まめ
まめしば
まめだいふく
マラソン
まるがり
マルゲリータ
まるまる
まわし
マンガ
マンガン
マンゴー
まんじゅう
マンション
まんぞく
マンチカン
マントヒヒ
まんねんひつ
マンボウ
ミーアキャット
ミートボール
ミートローフ
みかん
ミキサー
みぎて
ミクロン
ミシン
ミス
みず
みずがめ
みずな
みずようかん
みそかつ
みそでんがく
みそやき
みそらーめん
みたらしだんご
みつあみ
ミックスジュース
みつば
ミディアム
みなと
みにつぼ
ミニバン
ミネラルウォーター
ミミズ
ミュージカル
ミュージシャン
ミュージック
みょうが
ミラー
ミリ
みりん
ミルク
ミルクティー
ミルフィーユ
ミント
ムース
ムード
むぎちゃ
ムササビ
むし
むしめがね
むしゃむしゃ
むずむず
むちむち
むらさききゃべつ
むらさきたまねぎ
めいおうせい
めいし
めいろ
メーカー
メーター
メートル
メール
メガ
メカニック
めがね
メガビット
めざましどけい
めだい
メダカ
メダル
メッセージ
メディア
メドレー
メトロ
メニュー
メモ
メリーゴーランド
メロディー
メロン
メロンソーダ
メロンパン
めん
めんきょ
めんこ
メンソール
メンタル
メンバー
めんぼう
もうふ
モーター
もくせい
もくたん
もくもく
もぐもぐ
もこもこ
もじゃもじゃ
モダン
もちつき
もっきん
モップ
モデル
モナカ
モニター
ものほしざお
モノレール
モヒート
モヒカン
もみあげ
もみじ
もも
モモンガ
もやし
もり
モルモット
モロヘイヤ
もんじゃやき
もんばん
モンブラン
やかん
ヤギ
やきいも
やきとり
やきにく
やきゅう
やくいん
やくざいし
やくそう
やくば
やさい
やつはし
やま
ヤマアラシ
やまぶき
やり
やりいか
やりなげ
ヤング
ヤングコーン
ヤンニョムチキン
ゆうえんち
ゆうびん
ゆうびんきょく
ユーフォニアム
ユーモア
ユーリンチー
ユーロ
ゆきがっせん
ゆきだるま
ゆしゅつ
ゆず
ユニーク
ユニフォーム
ゆにゅう
ゆのみ
ゆび
ゆびずもう
ゆみ
ユリ
ようかん
ようせい
ヨーグルト
ヨガ
ヨット
よもぎ
よもぎまんじゅう
よれよれ
ラーメン
ライオン
ライス
ライター
ライト
ライバル
ライブ
ライブハウス
ライム
ラグ
らくご
ラクダ
ラグビー
ラクロス
ラケット
ラジアン
ラジウム
ラジエーター
ラジオ
ラジカセ
ラズベリー
ラタトゥーユ
らっかせい
ラック
ラッコ
ラップ
ラテ
ラディッシュ
ラバー
ラブレター
ラベル
ラマ
ラム
ラムトニック
ラムネ
らんたん
ランチ
